nombre_comuna;nombre_barrio;zona;sitio_atencion;direccion_sitio_atencion;disciplina_y_o_actividad;Lunes;Martes;Miercoles;Jueves;Viernes;sabado;Domingo;hora_inicio;hora_fin;corregimiento;vereda;nivel deportivo;programa;MONITOR;nombre grupo
18;Meléndez;Urbana;Cancha Multiple Servivienda;K 94D CON 1 OESTE;FUNCIONAL;;;;;Viernes;;;7:00.am;8:00.am;;;No aplica;ActivaMente;JORGE PEREZ;ACT -C-18 - JORGE.P-G7-NUEVO AMANECER SERVIVIENDA
18;Lourdes;Urbana;Parque Recreativo Escobar Navia Lourdes;K 73D # 1B - 00;FUNCIONAL;Lunes;;Miercoles;;;;;7:00.am-8:00.am;8:00.am-9:00.am;;;No aplica;ActivaMente;ESPERANZA PERDOMO;ACT -C-18-ESPERANZA.G-G1-LAS ACACIAS
18;AHDI- Brisas de la Chorrera;Urbana;Cancha Brisas de la Chorrera;Calle 3a oeste #66 c-52;FUNCIONAL;;Martes;;Jueves;;;;4:00.am-4:00.am;12:00.pm-12:00.pm;;;No aplica;ActivaMente;ESPERANZA PERDOMO;ACT -C-18-ESPERANZA.G-G2-BRISAS DE LA CHORRERA
18;Barrio Caldas;Urbana;ESE Hospital Geriatrico y Ancianato San Miguel;K 70 # 2A - 04;FUNCIONAL;Lunes;;;;;;;8:15.am;9:15.am;;;No aplica;ActivaMente;ESPERANZA PERDOMO;ACT -C-18-ESPERANZA.G-G3-HILOS DE PLATA
18;Alto Jordan ;Urbana;PARQUE BIOSALUDABLE LA LUISA;Cra. 89 #2 Oeste-12 a 2 Oeste-20;FUNCIONAL;;Martes;;;;;;8:15.am;9:15.am;;;No aplica;ActivaMente;ESPERANZA PERDOMO;ACT -C-18-ESPERANZA.G-G4-MIS CANITAS PLATEADAS
18;Napoles;Urbana;COLINAS DE ALTO NAPOLES;CALLE 2B OESTE # 82-08;FUNCIONAL;;;Miercoles;;Viernes;;;4:00.pm-4:00.pm;8:00.pm-8:00.pm;;;No aplica;ActivaMente;ALEXANDER MURILLO;ACT-C-18-ALEXANDER.M-G2-RUMBA ALTO NAPOLES
18;Napoles;Urbana;SECTOR SALON AZUL;CARRERA 3OESTEN 80A 08;FUNCIONAL;;Martes;;Jueves;;;;4:00.pm-4:00.pm;8:00.pm-8:00.pm;;;No aplica;ActivaMente;ALEXANDER MURILLO;ACT-C-18-ALEXANDER.M-G3-GRUPO SALON AZUL
18;Prados del Sur;Urbana;Cancha Polvo Rojo;K 79 Y K 80 CON C 2;FUNCIONAL;Lunes;;;;Viernes;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;ALEXANDER MURILLO;ACT-C-18-ALEXANDER.M-G4-AÑOS MARAVILLOSOS
18;Alferez Real;Urbana;PARQUE CENTRAL ALFEREZ REAL;CRA 118 CON CLL 20;FUNCIONAL;Lunes;;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;JAVIER BALANTA;ACT-C-18-JAVIER.B-G1-SENDEROS DE LUZ
18;Los Farallones;Urbana;Polideportivo Farallones;C 1B # 73 - 00;FUNCIONAL;;;Miercoles;Jueves;;;;7:00.am-7:00.am;8:00.am-8:00.am;;;No aplica;ActivaMente;JAVIER BALANTA;ACT-C-18-JAVIER.B-G2-GRUPO FARALLONES
18;Lourdes;Urbana;CANCHA LOURDES;K 73D CON C 1B - 65;FUNCIONAL;;Martes;;;;;;7:00.am;8:00.am;;;No aplica;ActivaMente;JAVIER BALANTA;ACT-C-18-JAVIER.B-G4-BRISAS DE LADERAS
18;AHDI- Mandarinos;Urbana;CANCHA LOS MANDARINOS;K 94 1 OESTE 2 BIS;FUNCIONAL;Lunes;Martes;;;;;;8:15.am-8:15.am;9:15.am-9:15.am;;;No aplica;ActivaMente;JAVIER BALANTA;ACT-C-18-JAVIER.B-G5-AMISTAD
18;Los Farallones;Urbana;POLIDEPORTIVO QUINTAS DEL REFUGIO;CRA 68 # 1B - 34;FUNCIONAL;;;Miercoles;;Viernes;;;8:15.am-8:15.am;9:15.am-9:15.am;;;No aplica;ActivaMente;ALEXANDER MURILLO;ACT-C-19-ALEXANDER.M-G6-QUINTAS DEL REFUGIO
18;AHDI- Palmas II;Urbana;CANCHA MULTIPLE LAS PALMAS;C 4 OESTE # 90 - 106;FUNCIONAL;;;Miercoles;;Viernes;;;7:15.pm-7:15.pm;8:15.pm-8:15.pm;;;No aplica;ActivaMente;YULIET RIASCOS;ACT-C-21-YULIETH R-G05- GRUPO-NUEVO RESURGIR
18;El Jordán;Urbana;BAJO JORDAN;Cra. 91 #2c 2 Oeste-1 a 2c 2 Oeste-65;JUEGO EN ACCION PARA UNA INFANCIA MEJOR;Lunes;;;;;;;9:00.am;10:48.am;;;No aplica;Cali juega;SIDERADMIN LUZ SIDER;CJ-PI-IEJMV-C10-LEIDY MONTILLA-G01
18;Horizontes;Urbana;CYC UNIDAD RECREATIVA HORIZONTES;K 94 # 3B - 00;acondicionamiento fisico;;;;Jueves;;;;4:00.pm;8:00.pm;;;No aplica;Carreras y Caminatas;ESTEFANIA CABEZAS;CYC-ACONDICIONAMIENTO FISICO-C18-ESTEFANIA CABEZAS-G3
18;Sector Meléndez;Urbana;CARRERA RIO MELENDEZ;cra 62C # 9D-00;acondicionamiento fisico;;Martes;;Jueves;;;;7:30.am-7:30.am;8:30.am-8:30.am;;;No aplica;Carreras y Caminatas;LUIS BOLAÑOS;CYC-ACONDICIONAMIENTO FISICO-C18-LUIS FERNANDO BOLAÑOS-G02
18;Napoles;Urbana;CYC PARQUE RECREATIVO URBANIZACIÓN NAPOLES;Calles 3C y 3E, Carreras 78 y 80;acondicionamiento fisico;;;;Jueves;;;;7:00.am;8:00.am;;;No aplica;Carreras y Caminatas;MAURICIO MONTAÑO;CYC-ACONDICIONAMIENTO FISICO-C18-MAURICIO MONTAÑO-G04
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1646;RECREO DEPORTIVO;;Martes;;;Viernes;;;7:00AM-8:45AM;7:50am-9:40am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2067
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1648;RECREO DEPORTIVO;;Martes;;;;;;7:55AM;9:40am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2069
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1650;RECREO DEPORTIVO;;Martes;;;;;;10:15AM;11:50am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2071
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1653;RECREO DEPORTIVO;;;Miercoles;;Viernes;;;7:00AM-7:00AM;7:50am-7:50am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2074
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1654;RECREO DEPORTIVO;;;Miercoles;;Viernes;;;7:55AM-7:55AM;8:40am-8:40am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2075
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1655;RECREO DEPORTIVO;;;Miercoles;;;;;10:15AM;11:50am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2076
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1656;RECREO DEPORTIVO;;;;Jueves;;;;7:00AM;8:40am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2077
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MAGDALENA ORTEGA DE NARIÑO;1657;RECREO DEPORTIVO;;;;Jueves;;;;10:15AM;11:50am;;;No aplica;Deporte Escolar;CARLOS HERRAN;2078
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1802;RECREO DEPORTIVO;;Martes;;;;;;8:10AM;9:00am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2223
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1803;RECREO DEPORTIVO;;Martes;;;;;;10:15AM;11:00am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2224
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1804;RECREO DEPORTIVO;;;Miercoles;;;;;10:15AM;11:00am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2225
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1805;RECREO DEPORTIVO;;;Miercoles;;;;;11:00AM;12:00pm;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2226
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1806;RECREO DEPORTIVO;;;Miercoles;;;;;9:00AM;9:45am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2227
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1807;RECREO DEPORTIVO;;Martes;;;;;;9:00AM;9:45am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2228
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1808;RECREO DEPORTIVO;;;;;Viernes;;;9:00AM;9:45am;;;No aplica;Deporte Escolar;JIMMY SANCHEZ;2229
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1809;RECREO DEPORTIVO;;Martes;;;;;;7:00AM;9:00am;;;No aplica;Deporte Escolar;JUAN BECERRA;2230
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1810;RECREO DEPORTIVO;;;Miercoles;;;;;7:00AM;9:00am;;;No aplica;Deporte Escolar;JUAN BECERRA;2231
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1811;RECREO DEPORTIVO;;;;Jueves;;;;7:00AM;9:00am;;;No aplica;Deporte Escolar;JUAN BECERRA;2232
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1812;RECREO DEPORTIVO;;;;Jueves;;;;9:15AM;11:30am;;;No aplica;Deporte Escolar;JUAN BECERRA;2233
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1813;RECREO DEPORTIVO;;;;;Viernes;;;7:00AM;9:00am;;;No aplica;Deporte Escolar;JUAN BECERRA;2234
18;Sector Alto Jordán;Urbana;I.E LA ESPERANZA- MINUTO DE DIOS;1814;RECREO DEPORTIVO;;;;;Viernes;;;9:15AM;11:30am;;;No aplica;Deporte Escolar;JUAN BECERRA;2235
18;Prados del Sur;Urbana;I.E JUAN PABLO II- ALVARO ESCOBAR NAVIA;1889;RECREO DEPORTIVO;Lunes;;;Jueves;;;;1:00PM-1:00PM;1:55pm-1:55pm;;;No aplica;Deporte Escolar;CRISTIAN HINESTROSA;2310
